 Hit    Total  Avg    Min    Max   Name
117    18     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
117    380    3      3      4      CopyVideoBuffer
117    1114   9      9      11     UnlockVideoBuffer
117    1684   14     12     19     Actor Rendering
117    1747   14     10     22     Wall Rendering
117    1883   16     12     20     Floor Rendering
117    388    3      3      4      ClearZScreen
117    1171   10     9      11     ClearScreen
117    7787   66     61     74     RenderNormalDisplay
117    468    4      3      5      LockVideoBuffer
117    9415   80     74     89     Refresh
117    340    2      1      7      Process
117    12     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
116    360    3      3      4      CopyVideoBuffer
116    1099   9      9      11     UnlockVideoBuffer
116    1762   15     13     19     Actor Rendering
116    1532   13     9      23     Wall Rendering
116    1981   17     13     21     Floor Rendering
116    386    3      3      4      ClearZScreen
116    1152   9      9      11     ClearScreen
116    7716   66     60     75     RenderNormalDisplay
116    464    4      3      5      LockVideoBuffer
116    9332   80     73     89     Refresh
116    387    3      1      8      Process
116    13     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
118    368    3      3      4      CopyVideoBuffer
118    1119   9      9      11     UnlockVideoBuffer
118    1654   14     11     18     Actor Rendering
118    1759   14     11     22     Wall Rendering
118    1932   16     11     20     Floor Rendering
118    395    3      3      4      ClearZScreen
118    1174   9      9      12     ClearScreen
118    7826   66     62     73     RenderNormalDisplay
118    473    4      3      5      LockVideoBuffer
118    9474   80     76     87     Refresh
118    371    3      1      6      Process
118    11     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
116    366    3      3      4      CopyVideoBuffer
116    1094   9      8      11     UnlockVideoBuffer
116    1750   15     12     18     Actor Rendering
116    1628   14     10     19     Wall Rendering
116    1923   16     13     21     Floor Rendering
116    387    3      3      4      ClearZScreen
116    1150   9      9      11     ClearScreen
116    7745   66     62     74     RenderNormalDisplay
116    463    3      3      5      LockVideoBuffer
116    9359   80     76     88     Refresh
116    353    3      1      7      Process
116    14     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
118    370    3      3      4      CopyVideoBuffer
118    1118   9      9      11     UnlockVideoBuffer
118    1679   14     12     19     Actor Rendering
118    1681   14     11     22     Wall Rendering
118    1901   16     13     22     Floor Rendering
118    395    3      3      5      ClearZScreen
118    1172   9      9      11     ClearScreen
118    7751   65     60     72     RenderNormalDisplay
118    473    4      3      5      LockVideoBuffer
118    9402   79     74     88     Refresh
118    375    3      1      8      Process
118    10     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
118    372    3      3      4      CopyVideoBuffer
118    1112   9      9      11     UnlockVideoBuffer
118    1667   14     11     20     Actor Rendering
118    1679   14     10     22     Wall Rendering
118    1934   16     11     20     Floor Rendering
118    394    3      3      5      ClearZScreen
118    1180   10     9      12     ClearScreen
118    7769   65     60     74     RenderNormalDisplay
118    474    4      3      5      LockVideoBuffer
118    9411   79     74     88     Refresh
118    365    3      1      6      Process
118    15     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
115    367    3      3      4      CopyVideoBuffer
115    1106   9      8      11     UnlockVideoBuffer
115    1750   15     11     19     Actor Rendering
115    1663   14     11     20     Wall Rendering
115    1946   16     13     25     Floor Rendering
115    377    3      3      4      ClearZScreen
115    1147   9      9      12     ClearScreen
115    7784   67     60     78     RenderNormalDisplay
115    463    4      3      5      LockVideoBuffer
115    9396   81     75     93     Refresh
115    354    3      1      7      Process
115    18     0      0      3      ReadInputs
 Hit    Total  Avg    Min    Max   Name
116    372    3      3      4      CopyVideoBuffer
116    1112   9      9      11     UnlockVideoBuffer
116    1769   15     12     20     Actor Rendering
116    1520   13     10     24     Wall Rendering
116    1998   17     14     20     Floor Rendering
116    396    3      3      5      ClearZScreen
116    1163   10     9      11     ClearScreen
116    7746   66     60     74     RenderNormalDisplay
116    470    4      3      5      LockVideoBuffer
116    9369   80     75     88     Refresh
116    468    4      2      10     Process
116    13     0      0      3      ReadInputs
 Hit    Total  Avg    Min    Max   Name
116    368    3      3      4      CopyVideoBuffer
116    1105   9      8      11     UnlockVideoBuffer
116    1785   15     13     20     Actor Rendering
116    1723   14     11     23     Wall Rendering
116    1857   16     13     20     Floor Rendering
116    392    3      3      4      ClearZScreen
116    1155   9      9      11     ClearScreen
116    7822   67     61     75     RenderNormalDisplay
116    467    4      3      5      LockVideoBuffer
116    9445   81     75     89     Refresh
116    374    3      1      9      Process
116    15     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
116    366    3      3      4      CopyVideoBuffer
116    1102   9      8      11     UnlockVideoBuffer
116    1710   14     12     23     Actor Rendering
116    1639   14     11     20     Wall Rendering
116    2017   17     12     21     Floor Rendering
116    395    3      3      5      ClearZScreen
116    1157   9      9      11     ClearScreen
116    7813   67     61     77     RenderNormalDisplay
116    466    4      3      5      LockVideoBuffer
116    9425   81     74     91     Refresh
116    356    3      1      7      Process
116    14     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
116    366    3      3      4      CopyVideoBuffer
116    1112   9      9      12     UnlockVideoBuffer
116    1709   14     13     20     Actor Rendering
116    1630   14     10     24     Wall Rendering
116    1948   16     14     23     Floor Rendering
116    394    3      3      5      ClearZScreen
116    1164   10     9      11     ClearScreen
116    7749   66     61     74     RenderNormalDisplay
116    463    3      3      5      LockVideoBuffer
116    9384   80     76     90     Refresh
116    402    3      1      7      Process
116    19     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
103    319    3      3      4      CopyVideoBuffer
103    986    9      9      11     UnlockVideoBuffer
103    1557   15     13     19     Actor Rendering
103    2102   20     13     28     Wall Rendering
103    2137   20     10     31     Floor Rendering
103    343    3      3      4      ClearZScreen
103    1031   10     9      11     ClearScreen
103    7966   77     67     87     RenderNormalDisplay
103    410    3      3      5      LockVideoBuffer
103    9413   91     81     102    Refresh
103    410    3      2      8      Process
103    15     0      0      4      ReadInputs
 Hit    Total  Avg    Min    Max   Name
115    366    3      3      5      CopyVideoBuffer
115    1108   9      9      12     UnlockVideoBuffer
115    1688   14     11     19     Actor Rendering
115    1812   15     11     24     Wall Rendering
115    1891   16     11     25     Floor Rendering
115    387    3      3      4      ClearZScreen
115    1142   9      9      11     ClearScreen
115    7817   67     59     81     RenderNormalDisplay
115    468    4      3      6      LockVideoBuffer
115    9441   82     73     95     Refresh
115    355    3      1      8      Process
115    15     0      0      2      ReadInputs
